textual_description,label
"start entry discordselfbotv16/1.0.0, import network module, import process module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry conditional-logic/1.7.0, no javascript file, end of entry",0
"start entry concat-map/0.0.2, no notable behavior, end of entry",0
"start entry vev-test/2023.8.28, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry dot-environment/1.0.9, import code utility module, import file system module, import operating system module, use URL, modify startup behavior, end of entry",1
"start entry faastjs/8.0.16, import process module, import code utility module, import file system module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry eslint-plugin-hermione-serp/1.0.0, modify startup behavior, end of entry",1
"start entry systeminformationtestunofficial/1.0.0, import process module, import file system module, import network module, import operating system module, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry process-utils/4.0.0, import code utility module, end of entry",0
"start entry babel-plugin-transform-es2015-spread/6.22.0, no notable behavior, end of entry",0
"start entry barky/1.0.11-alpha, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",0
"start entry eslint-webpack-plugin/4.0.1, import file system module, import operating system module, end of entry",0
"start entry cgkj-checkstd-cli/0.0.1, import file system module, use URL, use base64 string, use base64 string, end of entry",1
"start entry airbnb-js-shims/2.2.1, use base64 string, end of entry",0
"start entry lw-woo-gdpr-user-optins/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry mustache/4.2.0, no notable behavior, end of entry",0
"start entry rdocumentation-app/8.2.6, modify startup behavior, end of entry",1
"start entry v2ish1yan/1.1.2, modify startup behavior, end of entry",1
"start entry jupiter-emoji/3.999.0, import process module, use operating system module call, use URL, modify startup behavior, end of entry",1
"start entry discord-protection/1.0.5, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry ufx-ui/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry mnemonist/0.39.5, no notable behavior, end of entry",0
"start entry perf-ai-text-analytics/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry usc-rtc-client/1.0.0, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry asset-kubectl-v20/2.1.2, no javascript file, end of entry",0
"start entry gradient-promises/2.7.8, import process module, import file system module, end of entry",1
"start entry wormhole-icco/0.1.0, import process module, import network module, use operating system module call, end of entry",1
"start entry azure-schema-registry-avro-samples-js/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry test-package-ings/1.0.2, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry nimble-client-js/1.99.99, modify startup behavior, end of entry",1
"start entry fastify-git-server/1.6.1, no javascript file, end of entry",0
"start entry clipboard/2.0.11, import file system module, use URL, end of entry",0
"start entry dofiltra_api/1.1.175, import process module, import code utility module, import network module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry 2-thenable/1.0.0, no notable behavior, end of entry",0
"start entry lenskart/1.0.1, import process module, import network module, modify startup behavior, end of entry",1
"start entry b2b-canaisdigitais/69.70.1, import network module, end of entry",1
"start entry happn-3/13.11.1, use URL, use base64 string, end of entry",0
"start entry gpt4all/1.0.0, import network module, import process module, import file system module, import operating system module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry perf-storage-file-share-track-1/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry five-server/0.3.1, import process module, import file system module, import network module, use URL, use base64 string, use base64 string, end of entry",0
"start entry oel-ng-ui/7.7.8, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry nguyenblue-marai/2.0.7, import network module, import process module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry ansi-align/3.0.1, no notable behavior, end of entry",0
"start entry array-iteration/99.10.13, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry flame-vali/0.0.7, evaluate code at run-time, use base64 string, end of entry",1
